6.207482290153260110e+05,3.240099317067610845e+07,3.228215877809919715e+08,1.997819506620378196e+08,4.349781506416581869e+08
1.315697614598843735e+06,4.388141751403640956e+07,3.953816616092200279e+08,2.247810380013746023e+08,5.295875608859719634e+08
1.296979326690086862e+06,3.874715119024120271e+07,3.134116541226313710e+08,8.424359426834054291e+07,1.796632342510589063e+08
3.228347726386235445e+04,1.612576370257671922e+06,1.724386259085479379e+07,6.158249328050881624e+07,3.003459445764030144e+07
4.090832203104061191e+05,5.938100931904455647e+06,4.903596881883197278e+07,1.533683556254640818e+08,2.576854785281367600e+08
1.620674424149148399e+04,1.061322085100732045e+06,7.327147235533529893e+06,2.875186482454713061e+07,3.486492702850485593e+07
1.369908829692387721e+06,3.510874664156312495e+07,7.172171703823372722e+07,1.914975801548742875e+07,1.432693161323702931e+08
1.381142935609636479e+05,4.156390391439694911e+06,9.122032085600672662e+07,4.846911648303899765e+08,1.726388374442540407e+08
2.255410553627389309e+05,8.138697684540788643e+06,8.268845011773306131e+07,2.263430379969739020e+08,1.715641621316877902e+08
1.621571329109333456e+06,1.401581609664729536e+08,8.524854825109449625e+08,1.675108143454807401e+08,1.546037518019860983e+08
1.037903287935732515e+06,3.608856216914161295e+07,2.153035114862186611e+08,1.816078175148431063e+08,1.381941132610370219e+08
9.746185523875345243e+05,1.112342723274310306e+07,1.064402012653519362e+08,4.551328314564762115e+08,4.163189279569957852e+08
9.681370448192978511e+05,2.694211646335172281e+07,3.538352921163416505e+08,6.901556127069795132e+08,2.028465516794513464e+08
4.739051883720806654e+04,2.345592970145631116e+06,1.420720650863256305e+07,1.989140677545978501e+07,7.218809661337712407e+07
1.162281004451673070e+05,2.323755734868480824e+06,2.209305585130938143e+07,3.232598855492795259e+07,1.444042913055967093e+08
1.130581298025015167e+04,4.210752401328380802e+05,2.502098279812871478e+06,2.064673486958709545e+06,4.848343662478144467e+07
4.599150120871023275e+06,6.979792139502988756e+07,4.884914462419403791e+08,2.818429509864014983e+08,9.779633464078806639e+08
8.245472365444758907e+04,4.177055664700043388e+06,1.568755992590535060e+07,1.169490704289123416e+07,5.892871689935609698e+07
2.357921856663893850e+05,8.306872121743571945e+06,1.420559221850809753e+08,3.070585351153189540e+08,5.060139509857931733e+08
1.791698860911615193e+05,5.649490690527407452e+06,3.620322334521125257e+07,9.341329193438728154e+07,2.370765436409537122e+07
6.078358060948679486e+04,1.636550113360459451e+06,6.472787743443695828e+06,1.667080733968370222e+07,4.256911747928312421e+07
1.437549718934626144e+05,5.240484333508343436e+06,5.023831632455404103e+07,3.901521795220631361e+07,6.938209690785349905e+07
8.713241393090206839e+04,4.342864302851831540e+06,5.283702987069670856e+07,3.647036644710405916e+07,1.065159202448592335e+08
4.640025728262764751e+05,7.974385603053511120e+06,8.511163245316803455e+07,1.350998019624686837e+08,1.419942437402402759e+08
4.592636509552685893e+05,1.363254285854973644e+07,9.310758199406909943e+07,1.025348265424930751e+08,3.689462846632245779e+08
1.203227663541347283e+05,1.642007238629379775e+06,2.455449073568134755e+07,1.519169372403729558e+08,3.555439409065421671e+07
1.093666459258107468e+06,3.972699002246417850e+07,5.654127044309991598e+08,2.110245484715575278e+08,4.806610802946408987e+08
7.867055300090272212e+05,1.217404832289236970e+07,8.821956226108235121e+07,2.677722152999663353e+08,5.998886535815294981e+08
1.589110835837805644e+05,5.409589133279351518e+06,1.985037128309879825e+07,1.835608072950510308e+07,1.149574965108634681e+08
6.533133483300756197e+05,4.046260143456494808e+07,3.512682005262114406e+08,3.929577863447471857e+08,1.560418212533545792e+08
4.839013751523359097e+05,7.861661259234104306e+06,3.526808722410729527e+07,2.127341585045245290e+08,8.814371372468589246e+07
5.421694035931235703e+04,7.668069785190559924e+05,5.595087844796624035e+06,1.410074340814749710e+07,4.290233165049070120e+07
7.325681345218197384e+04,2.584449737980063073e+06,3.057024203773078322e+07,1.587994710127880871e+08,3.556688352709563971e+08
1.533189854081369238e+06,3.319199663076277822e+07,2.014486559827267528e+08,1.555654395601958036e+08,2.086819283701481223e+08
2.802659561945900321e+06,3.874218785224854946e+07,6.924162515136278868e+08,1.206059603518853188e+08,3.708055315777131915e+08
1.644188742280943188e+04,8.675467443893273594e+05,1.724753947944574803e+07,9.093711484128718078e+07,4.603994662283900380e+07
1.884784653285884531e+06,6.792766096794784069e+07,6.381016972430361509e+08,2.476559360423965752e+08,5.087916971232894063e+08
1.237627701389981085e+05,9.504608231627899222e+05,1.822391401045363024e+07,2.980885885787045583e+07,8.211793436170507967e+07
1.476876311678012280e+04,7.594652822155966423e+05,5.933544232583545148e+06,2.905159821999287233e+07,1.286652351697151177e+07
1.736678491895453189e+05,3.622878025310388766e+06,2.216929144642116874e+07,1.109746192356175743e+07,1.331513598861413598e+08
7.035378338478893274e+05,3.520403118890533596e+07,1.903825976309991181e+08,1.167387258835982978e+08,4.746882557312228680e+08
2.140824338029190549e+05,9.036401101402629167e+06,9.052404883389151096e+07,2.673716235539681911e+08,1.123784699743634313e+08
4.910677382667605707e+04,5.636778430280901957e+05,3.929710928218367044e+06,2.193586677260069922e+07,3.286666492054020613e+07
9.303863944819261087e+04,4.735467725740988739e+06,8.742021008976127207e+07,2.211378139608333707e+08,3.492678257375861406e+08
1.062427228073509032e+05,2.632350871095057111e+06,1.522780595244303159e+07,8.441332531756417826e+06,1.303614161542838961e+08
2.705909926279690117e+05,3.988637576664694585e+06,5.757291234934672713e+07,1.366504194480378032e+08,1.468811066616976559e+08
4.999524323424128816e+06,1.329502078052829206e+08,9.181359605821802616e+08,2.106298700607861578e+08,2.765138758039122820e+08
8.891814514940099616e+04,2.718415515466122422e+06,2.824705363378785178e+07,1.038920642818214446e+08,1.511735862325735986e+08
1.065810402564040618e+06,6.857999178223790228e+07,3.914329747966160774e+08,3.784286111902941465e+08,2.077964616547008455e+08
8.328279035741095140e+04,4.330772753518850543e+06,5.922657919794497639e+07,2.018696013034439683e+08,5.715890716665679216e+07
3.951806701422664628e+04,2.708402661874537822e+06,8.528367810514684767e+06,1.615222648473095149e+07,4.772800952599103749e+07
