4.612930980155073968e+00,8.144110858812661391e+00,8.842221236076664326e+00,8.038173190199827900e+00,8.056970785653954081e+00,1.780196212106028852e+00,1.742113579387799094e+00,1.774990323094393307e+00,1.785794558128870779e+00,1.786039751907576134e+00,5.431000581191295140e+00,8.530610255292305766e+00,8.904364514692492349e+00,8.070607582736329277e+00,8.084642670455629343e+00,1.421692039717139977e+00,1.827037863011188756e+00,2.146639853752426941e+00,2.219865922346399234e+00,2.254583595606709956e+00
5.930275488564282327e+00,8.566738560384575152e+00,8.888539661814222725e+00,7.965340310188387285e+00,8.028865447973601022e+00,1.789528102518586072e+00,1.747871836485359598e+00,1.785653719225212210e+00,1.786640838335078030e+00,1.774967156117373435e+00,6.421187802897334151e+00,8.819099892145338515e+00,8.939160224344004035e+00,8.023204863422902733e+00,8.063590038876681021e+00,1.875754286632516754e+00,2.099236937195363861e+00,2.172099903435867230e+00,2.013421538789821774e+00,2.201607779628945938e+00
5.150356824038649250e+00,8.349416626553621157e+00,8.797343743958572659e+00,7.930257851032943783e+00,8.038173190199827900e+00,1.789149089958669947e+00,1.714763488978446215e+00,1.788885804136654878e+00,1.786902878799034422e+00,1.788358166586626830e+00,5.713496549187873974e+00,8.647804538716899359e+00,8.869568805040982440e+00,7.999503503766188572e+00,8.070607582736329277e+00,1.585371641164657452e+00,1.766084791434600509e+00,2.115099559661644868e+00,2.211258847693654328e+00,2.214195044043667959e+00
3.517410585075614549e+00,6.871028174731207194e+00,8.195541678318519985e+00,7.947692444368963827e+00,7.837961003712165642e+00,1.790679922094176035e+00,1.716023007175740078e+00,1.772983645041387391e+00,1.725432412724644982e+00,1.771123920132375629e+00,3.860189713973976033e+00,7.074852521981925157e+00,8.366419240081112818e+00,8.004800959921720249e+00,7.922310521310047093e+00,2.058871257907235020e+00,2.186749682116892579e+00,2.214322697019110553e+00,2.241713405086174671e+00,2.122201002024535210e+00
4.564656839310625713e+00,7.609021146573656580e+00,8.411880994186715199e+00,8.028865447973601022e+00,8.010428199716924880e+00,1.787332625989693113e+00,1.724985952222827024e+00,1.758435096436548717e+00,1.763008139323628098e+00,1.770095416466552107e+00,5.235531677850586263e+00,7.904758106968663434e+00,8.571828864357280864e+00,8.067958854658563439e+00,8.049554951157382732e+00,1.498886376449735103e+00,2.095815384044047658e+00,2.198287276692341585e+00,2.155554906613062816e+00,2.193598838042909893e+00
3.066946491652315476e+00,6.670030754807019235e+00,7.864037175675340663e+00,7.821796184281158304e+00,7.766604397848970720e+00,1.787179935937228681e+00,1.712179900553757683e+00,1.770359082708771403e+00,1.733234467461150397e+00,1.765315426088315043e+00,3.363968564824309837e+00,6.926968139776821687e+00,8.077052792128354142e+00,7.912644249372631222e+00,7.873187714292503969e+00,2.095326434263627746e+00,2.150996217374857800e+00,2.198349417441157527e+00,2.197595290964190706e+00,2.143469526825882987e+00
3.700984375246854086e+00,5.940535825573417306e+00,7.982119842858891090e+00,7.571543958483718306e+00,7.947692444368963827e+00,1.773247895206615743e+00,1.753544090228207786e+00,1.758587038265770230e+00,1.782392305187022963e+00,1.689950577449254920e+00,4.960490427537127545e+00,7.332433100083605382e+00,8.331534101167671125e+00,7.705558108991389155e+00,8.014467231859136120e+00,8.073353738200119700e-01,1.056940151312750542e+00,1.707178780863972234e+00,1.973873486403434185e+00,2.039100018386521995e+00
4.457441710931775880e+00,7.585069106866439981e+00,8.686803478218850572e+00,8.038173190199827900e+00,7.974245863410279078e+00,1.772597612875445483e+00,1.704099689655469207e+00,1.712371057747286818e+00,1.704369781987223220e+00,1.725236367235227330e+00,4.733464668395532371e+00,7.764635658566469978e+00,8.775403893163137070e+00,8.074976398518213472e+00,8.021484775718786153e+00,2.052274448724473288e+00,2.212566814646850233e+00,2.206962090039761293e+00,2.200491583509038840e+00,2.163263724231356377e+00
4.967002595751480953e+00,7.824791279497416596e+00,8.638507921178067761e+00,8.010428199716924880e+00,8.019617371171584352e+00,1.789319075790521962e+00,1.726115165507178695e+00,1.734914119528868870e+00,1.721236381123131043e+00,1.697654232707587418e+00,5.281871406258546564e+00,8.071527438066560478e+00,8.742427200193157333e+00,8.053923766939265150e+00,8.056572495017032765e+00,2.086882913723726141e+00,2.122483631126208969e+00,2.185322531571181948e+00,2.234993416873375605e+00,2.213516694667740481e+00
5.835063772452284248e+00,8.997329521474721759e+00,8.975855416859520375e+00,8.019617371171584352e+00,8.019617371171584352e+00,1.782075956561091745e+00,1.709905698968088972e+00,1.781467587428324117e+00,1.775162509777614694e+00,1.783842614620433809e+00,6.422921812439219558e+00,9.219494110007911303e+00,9.003640535108681675e+00,8.056572495017032765e+00,8.056572495017030988e+00,1.807426772585090546e+00,2.022972659780183591e+00,2.183361626475665673e+00,2.189176986929061819e+00,2.120345905130577080e+00
